title,summary,publication_date,source,url,category
Coca-cola says it could use more plastic due to Trump tariffs,"Coca-Cola may have to sell more drinks in plastic bottles in the US if President Donald Trump's tariffs end up making aluminium cans more expensive, the company's chief executive, James Quincey, said in a call with investors. It comes after Trump ordered a 25% import tax on all steel and aluminium entering the US, which could end up driving up the price of canned food and drink items in the country. In December, the beverage giant scaled down its sustainability target of using 50% recycled materials in its packaging by 2030, to using 35% to 40% by 2035. Environmental groups have labelled Coca-Cola as the ""top global plastic polluter"" for six consecutive years.",2025-02-12,BBC,https://www.bbc.com/news/articles/c3vp4dp90qqo,business
UK and US refuse to sign international AI declaration,"The UK and US have not signed an international agreement on artificial intelligence (AI) at a global summit in Paris. The statement, signed by dozens of countries including France, China and India, pledges an ""open"", ""inclusive"" and ""ethical"" approach to the technology's development. In a brief statement, the UK government said it had not been able to add its name to it because of concerns about national security and ""global governance."" Earlier, US Vice President JD Vance told delegates in Paris that too much regulation of artificial intelligence (AI) could ""kill a transformative industry just as it's taking off"". Vance told world leaders that AI was ""an opportunity that the Trump administration will not squander"" and said ""pro-growth AI policies"" should be prioritised over safety.",2025-02-11,BBC,https://www.bbc.com/news/articles/c8edn0n58gwo,politics
Australian nurses stood down over ‘vile’ antisemitic video,"Two Australian nurses have been stood down after a video appeared to show them threatening to kill Israeli patients and boasting about refusing to treat them. The man and woman - both employees at a Sydney hospital - are now being investigated by police, officials in New South Wales (NSW) said. State Health Minister Ryan Park said that a ""thorough investigation"" would be carried out to make sure there had been ""no adverse [patient] outcomes"", but that a ""rapid"" examination of hospital records had not turned up anything unusual. Australian Prime Minister Anthony Albanese condemned the video as ""sickening and shameful"" after it began circulating online.",2025-02-12,BBC,https://www.bbc.com/news/articles/c17ejwnywyno,politics
Legal showdown looms as Trump tests limits of presidential power,"In the first weeks of his second term, President Donald Trump has wasted no time in flexing his political muscle. That much is clear. Since taking office in January, he has ordered the suspension of all new asylum claims, cancelled refugee resettlement, frozen government hiring and spending, gutted agencies established by Congress, banned gender transition care for teenagers and offered a buyout deal for hundreds of thousands of federal workers. The whirlwind of unilateral action on his campaign promises has pushed the limits of presidential power – and prompted legal challenges from Democrats, unions and legal groups.",2025-02-12,BBC,https://www.bbc.com/news/articles/c70kd686k2do,politics
"Trump, Modi meeting: Tariffs, trade and visas to dominate talks","When Indian Prime Minister Narendra Modi visits Washington and meets President Donald Trump later this week, there will be some warm hugs and shared laughs. But that will not be all. Trump and Modi have developed a strong personal rapport over the years, marked by high-profile meetings and joint appearances. Since their first meeting in Washington in 2017, their bond has grown through other events, including joint appearances at massive rallies in Houston and Ahmedabad.",2025-02-12,BBC,https://www.bbc.com/news/articles/cj91d3jkpvlo,politics
Kate's prison visit to meet mothers and babies ,"The Princess of Wales has visited a women's prison in Cheshire, where she talked to inmates in a mother and baby unit. On a visit to HMP Styal, in Wilmslow, Catherine was shown a project designed to develop strong and healthy relationships between mothers and babies ""even in the most challenging of environments"". The princess, in contrast to more glamorous royal engagements, stepped through the security gates in the rain, ahead of a tour of the prison, which holds about 400 inmates, some serving life sentences. While there, she met specialist staff supporting new mothers, and visited a nursery for babies who will have to spend their first formative months inside a jail.",2025-02-11,BBC,https://www.bbc.com/news/articles/c4g36gy82yyo,society
Trump tariffs: Retaliate or negotiate - what will US partners do next?,"A decision by US President Donald Trump to place a 25% tariff on all steel and aluminium imports has left some of the US's major trade partners scrambling to make a deal. The US is a major steel importer, importing nearly a quarter of the steel it uses, according to data from the American Iron and Steel Institute, which adds that its dependence on aluminium is even greater. Its neighbours Canada and Mexico, as well as some allies in Asia are among its main suppliers. Trump has said his latest tariffs will take effect on 12 March ""without exceptions or exemptions"".",2025-02-11,BBC,https://www.bbc.com/news/articles/cqx977lrdl1o,business
Next ad banned as pose made model look too thin,"An advert by fashion brand Next has been banned because the model's pose and the camera angle gave the impression she was ""unhealthily thin"". The Advertising Standards Authority (ASA) compared the advert with other photos of the same model and did not think she looked unhealthily thin in those. But it said in the now-banned image, emphasising the thinness of the model's legs using camera angles, pose and styling was ""irresponsible"". Next said it disagreed with the advertising watchdog's decision and said the model, while slim, had a ""healthy and toned physique"".",2025-02-12,BBC,https://www.bbc.com/news/articles/c3rw01qr5v1o,business
1Verse: How a North Korean went from begging to K-pop,"Yu Hyuk was just nine years old when he started begging on the streets of North Hamgyong, one of the poorest provinces in North Korea, nestled along the northern border with China and Russia. Besides begging, he ran errands for soldiers and sold foraged mushrooms. Sometimes he stole food out of sheer hunger: once he snatched a lunchbox that sat unattended at an underground station. Inside was a scoop of spoiled rice.",2025-02-10,BBC,https://www.bbc.com/news/articles/c99vxpg55zmo,society
Elon Musk denies 'hostile takeover' of government in White House debut,"Elon Musk denied leading a ""hostile takeover"" of the US government and defended his cost-cutting plans as he made a surprise first appearance at the White House on Tuesday. The world's richest man took questions from reporters in the Oval Office as he stood next to President Donald Trump, who has tasked him with slashing the size and spending of the federal government. Trump then signed an order giving Musk's Department of Government Efficiency (Doge) more authority to cut the federal workforce. It instructed the heads of government agencies to comply with Doge.",2025-02-12,BBC,https://www.bbc.com/news/articles/cp820y16xvlo,politics
"‘Disgust’ is just one of the words to emerge from an ancient, burnt scroll | CNN","Editor’s note: A version of this story appeared in CNN’s Wonder Theory science newsletter. To get it in your inbox, sign up for free here . The challenge of unearthing lost things and solving inscrutable puzzles is a driving force in the world of science. Such breakthroughs rarely happen in the derring-do fashion of the “Indiana Jones” films that inspired me to search for lost cities in my childhood backyard.",2025-02-08,CNN,https://www.cnn.com/2025/02/08/science/vesuvius-scrolls-science-newsletter-wt/index.html,science
"They lived through Elon Musk’s Twitter takeover. Now, they have advice for federal government employees | CNN Business","Markets Hot Stocks Fear & Greed Index Latest Market News Hot Stocks ﻿As Elon Musk and his Department of Government Efficiency associates barrel through the federal government, former Twitter (now X) employees have seen this all before. Musk appears to be bringing his Twitter takeover playbook to the public sector, and, as they did at the social media company, his moves are causing chaos and confusion for federal workers. The richest man in the world has attempted to reduce costs and gut entire departments, including by playing a role in an ultimatum email to federal workers with the same subject line — “Fork in the Road” — that more than two years ago, topped an email asking Twitter staff to commit to working “extremely hardcore” under Musk’s new leadership or resign. The consequences this time around are potentially much more serious: Twitter is a social media platform; the federal government has a direct impact on the lives of billions of people in the United States and around the world.",2025-02-05,CNN,https://www.cnn.com/2025/02/05/tech/musk-x-twitter-takeover-us-government-employee-advice/index.html,business
Butch Wilmore and Suni Williams: NASA to bring Boeing astronauts home earlier than expected | CNN,"Sign up for CNN’s Wonder Theory science newsletter. Explore the universe with news on fascinating discoveries, scientific advancements and more . NASA on Tuesday said it may bring home Butch Wilmore and Suni Williams — the two astronauts who launched on Boeing Starliner’s first crewed test flight and have remained on the space station months longer than expected — a couple weeks sooner than previously announced. The space agency said it was able to adjust the schedule because it opted to swap the SpaceX Crew Dragon capsule it will use to fly its Crew-10 mission, which will now launch as soon as March 12 “pending mission readiness.” The new date could put Williams and Wilmore’s scheduled return days ahead of schedule, as the space agency previously said it was targeting late March .",2025-02-11,CNN,https://www.cnn.com/2025/02/11/science/nasa-boeing-astronauts-spacex/index.html,science
Arnold Schwarzenegger awkwardly weighs in on son Patrick’s ‘White Lotus’ nude scene | CNN,"Arnold Schwarzenegger is in his dad joke era. On Tuesday, the brawny actor/politician posted a photo to his official Instagram account of himself with his son Patrick Schwarzenegger at the “White Lotus” Season 3 premiere in Hollywood, and took the opportunity in the caption to discuss his progeny’s already much-talked-about nude scene in the first episode. “What a show!” the former California governor wrote. “I could claim to be surprised to find out he has a nude scene, but what can I say - the apple doesn’t fall far from the tree.” Arnold Schwarzenegger is no stranger to appearing in his birthday suit on screen.",2025-02-11,CNN,https://www.cnn.com/2025/02/11/entertainment/arnold-schwarzenegger-patrick-white-lotus-nude-scene/index.html,entertainment
Sam Altman fires back at Elon Musk: ‘I don’t think he’s a happy person. I feel for him’ | CNN Business,Markets Hot Stocks Fear & Greed Index Latest Market News Hot Stocks The battle for the future of AI just got extremely expensive and deeply personal. OpenAI CEO Sam Altman spoke out against rival Elon Musk a day after rejecting a potentially seismic deal that could shape the future of artificial intelligence. He told the Elon Musk-led group of investors that the ChatGPT maker is not for sale — despite a massive offer to buy his company. “Elon tries all sorts of things for a long time.,2025-02-11,CNN,https://www.cnn.com/2025/02/11/tech/sam-altman-elon-musk-openai/index.html,business
The AP says it was blocked from the Oval Office over continuing to use “Gulf of Mexico” | CNN Business,"Markets Hot Stocks Fear & Greed Index Latest Market News Hot Stocks The Associated Press said the White House barred its reporter from Tuesday’s Oval Office executive order signing because of the AP style guidance on using the name Gulf of Mexico versus Gulf of America. The AP said in a statement it was informed Tuesday that if the news agency did not “align its editorial standards with President Donald Trump’s executive order renaming the Gulf of Mexico as the Gulf of America, AP would be barred from accessing an event in the Oval Office.” That happened on Tuesday, when an AP reporter was blocked from attending an executive order signing in the Oval Office that turned into a question-and-answer session with Trump and Elon Musk. “It is alarming that the Trump administration would punish AP for its independent journalism,” AP Executive Editor Julie Pace said in a statement. “Limiting our access to the Oval Office based on the content of AP’s speech not only severely impedes the public’s access to independent news, it plainly violates the First Amendment.” The AP’s guidance on Trump’s order renaming the Gulf of America states that the news service “will refer to it by its original name while acknowledging the new name Trump has chosen.” The AP said that’s because the gulf has carried the Gulf of Mexico name for “more than 400 years” and that other countries and international bodies do not have to recognize the name change.",2025-02-11,CNN,https://www.cnn.com/2025/02/11/media/ap-blocked-from-oval-office/index.html,politics
Getting rid of the penny introduces a new problem: nickels | CNN Business,"Markets Hot Stocks Fear & Greed Index Latest Market News Hot Stocks President Donald Trump says he has ordered the US Mint to stop making pennies , which he correctly says cost more than one cent to produce. “For far too long the United States has minted pennies which literally cost us more than 2 cents. This is so wasteful!” he said in a post on his Truth Social platform. “Let’s rip the waste out of our great nations budget, even if it’s a penny at a time.” Trump actually undersold the cost argument — pennies cost more than 3 cents to produce.",2025-02-10,CNN,https://www.cnn.com/2025/02/10/business/costs-of-pennies-and-nickels/index.html,business
US dodged a bird flu pandemic in 1957 thanks to eggs and luck. Can we do it again? | CNN,"Editor’s note: The views expressed in this commentary are solely those of the writer. CNN is showcasing the work of The Conversation , a collaboration between journalists and academics to provide news analysis and commentary. The content is produced solely by The Conversation. In recent months, Americans looking for eggs have faced empty shelves in their grocery stores.",2025-02-09,CNN,https://www.cnn.com/2025/02/09/health/bird-flu-pandemic-conversation-partner/index.html,health
"Fighting in Africa’s mineral-rich DRC killed over 3,000 in less than 2 weeks. Here’s how your phone plays a part | CNN","A rampaging rebel group has claimed the capture of another mining town in the eastern part of the Democratic Republic of Congo (DRC), a little over a week after it took control of the region’s largest city Goma. Clashes between the rebel coalition Alliance Fleuve Congo (AFC) and Congolese forces have left more than 3,000 people dead in less than two weeks, according to DRC’s government. The AFC, of which the M23 armed group – which claims to defend the interest of minority Rwandophone communities – is a key member, took over resource-rich Nyabibwe last week after Goma, the provincial capital of North Kivu, fell on January 27. It comes less than a year after the rebels seized Rubaya, a mining hub also in the country’s east, which harbors one of the world’s largest deposits of coltan, a valuable mineral used in the production of smartphones.",2025-02-12,CNN,https://www.cnn.com/2025/02/12/africa/fighting-drc-congo-minerals-phone-intl/index.html,conflict
People we’ve lost in 2025 | CNN,Here are some notable people who have died in 2025. © 2025 Cable News Network. A Warner Bros. Discovery Company.,2025-01-13,CNN,https://www.cnn.com/2025/01/13/world/gallery/people-we-lost-2025/index.html,obituary
DeepSeek hasn’t just disrupted OpenAI. Chinese tech giants are being upended too | CNN Business,"Markets Hot Stocks Fear & Greed Index Latest Market News Hot Stocks DeepSeek’s advances have roiled global stock markets and AI players. Now, its influence is spreading quickly at home, with some of China’s biggest tech companies, many of which had been developing their own chatbots, racing to incorporate the open-source model into their own services. In early February telecoms giant Huawei said it would run DeepSeek on its own computing hardware composed of its Ascend computer processors, which are domestically produced. Some AI watchers have hailed this as a turning point, as it demonstrates that a high-performing model like DeepSeek no longer requires Nvidia’s most powerful chips to operate.",2025-02-10,CNN,https://www.cnn.com/2025/02/10/tech/china-deepseek-ai-disruption-hnk-intl/index.html,business
"3 health conditions increase risk of liver damage if you drink, study says | CNN","Drinking alcohol if you have a large belly or diabetes more than doubles the risk of serious liver damage, while having high blood pressure and drinking nearly doubles the risk, a new study found. Those are important health risks to consider, said Dr. Andrew Freeman, director of cardiovascular prevention and wellness at National Jewish Health in Denver, Colorado, who was not involved in the study. Related article This diet with exercise reduces dangerous belly fat and more, study says “People are going to do exactly what they shouldn’t do, and poison themselves,” Freeman said. “Particularly during big (sports events), people will eat things like hot dogs, sausage, bacon, pepperoni and ham — and these processed meats are in the same category as cigarettes for cancer risk.",2025-02-09,CNN,https://www.cnn.com/2025/02/09/health/belly-fat-liver-alcohol-wellness/index.html,health
Refugees in Thailand: US aid freeze means no doctors for sick children in Mae La camp | CNN,"Plastic tubes meander from Rosella’s nose to a nearby oxygen tank that’s bigger than she is, as she flicks through a book of her drawings: a flower, a house, a chicken. The 9-year-old needs non-stop medical attention for the bone condition she was born with that has left her ribs pushing dangerously on her lungs, one of which is not working as it should. “She cannot breathe properly,” her mother, Rebecca, 27, tells CNN via video call. “She needs a constant supply of oxygen.” But she doesn’t know how long it will last.",2025-02-11,CNN,https://www.cnn.com/2025/02/11/asia/thailand-myanmar-refugees-us-aid-freeze-trump-intl-hnk-dst/index.html,health
Federal judge blocks Elon Musk’s DOGE access to critical Treasury payment system | CNN Politics,"A federal judge, citing a risk of “irreparable harm,” has temporarily restricted Elon Musk’s government efficiency team from accessing a critical Treasury Department payment system. The judge’s order, issued early Saturday, temporarily halts access to a sensitive payment system that distributes Americans’ tax returns, Social Security benefits, disability payments and federal employees’ salaries. US District Judge Paul Engelmayer ordered the destruction of any downloaded information from the payment system by anyone given access to it since January 20, citing “the risk that the new policy presents of the disclosure of sensitive and confidential information and the heightened risk that the systems in question will be more vulnerable than before to hacking.” Related video CNN investigates the team behind Elon Musk’s DOGE A hearing on the matter was set for February 14. The White House called Saturday’s order “judicial overreach.” “Grandstanding government efficiency speaks volumes about those who’d rather delay much-needed change with legal shenanigans than work with the Trump Administration of ridding the government of waste, fraud, and abuse,” White House spokesperson Harrison Fields told CNN in a statement.",2025-02-08,CNN,https://www.cnn.com/2025/02/08/politics/elon-musk-doge-treasury-payment-system/index.html,politics
Why ‘cardiac clearance’ could save your life | CNN,"Editor’s note: Dr. Jamin Brahmbhatt is a urologist and robotic surgeon with Orlando Health and an assistant professor at the University of Central Florida’s College of Medicine. You have probably already heard that February is the month to focus on heart health , which means eating right, exercising and paying attention to the signs of heart attack , stroke and more. As a urologist, I see a different side of heart health every day: Many of my patients need “cardiac clearance” before urological surgery. Yet most patients have no idea what this process involves — or how crucial it can be for surgical outcomes.",2025-02-06,CNN,https://www.cnn.com/2025/02/06/health/what-is-cardiac-clearance-wellness/index.html,health
Best red carpet looks at the 2025 Critics Choice Awards | CNN,"Postponed twice due to the wildfires that devastated LA last month, the Critics Choice Awards finally got underway in LA on Friday evening. Held at Santa Monica’s Barker Hangar, just a few miles from the fire-ravaged Pacific Palisades neighborhood, this year’s ceremony occupied an unusual Friday evening slot. The red carpet was also an atypical affair, with organizers earlier announcing the cancelation of the customary televised pre-awards live show. Attendees showed up in style, nonetheless.",2025-02-07,CNN,https://www.cnn.com/2025/02/07/style/red-carpet-looks-critics-choice-awards-hnk-intl/index.html,entertainment
"Hundreds of wounded Russian soldiers treated in North Korea, envoy in Pyongyang says | CNN","North Korea has treated hundreds of Russian soldiers injured in Ukraine, Moscow’s ambassador to Pyongyang told state media, as he revealed new details of the reclusive state’s backing for the Kremlin’s war effort. Wounded Russian troops have been recovering in North Korean medical facilities, Ambassador Alexander Matsegora told state-run outlet Rossiyskaya Gazeta in an extensive interview published Sunday. “A clear example of such a brotherly attitude (between Russian and North Korea) is the rehabilitation of hundreds of wounded soldiers … in Korean sanatoriums and hospitals,” he said. The Russian envoy’s comments are the latest sign of deepening ties between the two countries, which have recently reached heights unseen since the Cold War.",2025-02-11,CNN,https://www.cnn.com/2025/02/11/asia/russia-wounded-soldiers-north-korea-treatment-intl-hnk/index.html,politics
Tiger Woods ‘not ready’ to compete at upcoming PGA Tour event after mother’s death | CNN,"Tiger Woods will miss this week’s Genesis Invitational at Torrey Pines Golf Course in San Diego as he continues to mourn the loss of his mother. “I planned to tee it up this week, but I’m just not ready,” Woods posted on X Monday. “I did my best to prepare, knowing it’s what my Mom would have wanted, but I’m still processing her loss.” Related article ‘With heartfelt sadness,’ Tiger Woods announces death of his mother, Kultida Woods His mother, Kultida Woods, died last Tuesday, the 15-time major champion announced last week. “My Mom was a force of nature all her own, her spirit was simply undeniable.",2025-02-10,CNN,https://www.cnn.com/2025/02/10/sport/tiger-woods-miss-genesis-invitational-mother-death-spt/index.html,sports
Airbus exploring double-level airplane seat design | CNN,"If you’ve seen images of the infamous double-level airplane seat concept and thought “that’s never going to happen” — maybe think again. Aviation start-up Chaise Longue, the brains behind the controversial dual-level seat , announced today it’s “exploring some early stage concepts” with aviation giant Airbus. This collaboration with an aircraft manufacturing heavyweight is a significant step in this seat design’s journey from college student project to potential in-air reality. Designer and Chaise Longue CEO Alejandro Núñez Vicente tells CNN Travel he’s thankful Airbus sees “the true potential of two-level seating.” An Airbus representative confirmed to CNN Travel that “Chaise Longue is exploring some early stage concepts with Airbus on two-level seating solutions for Airbus commercial aircraft.” The representative added that “given the nature of this early phase level,” Airbus preferred “not to further comment at this stage.” The crux of Núñez Vicente’s Chaise Longue seat design is the removal of the overhead cabin to allow two levels of seats in a single aircraft cabin.",2025-02-11,CNN,https://www.cnn.com/2025/02/11/travel/airbus-exploring-chaise-longue-double-level-airplane-seat-design/index.html,business
Rare ‘Einstein ring’ spotted in Euclid telescope’s test images | CNN,"Sign up for CNN’s Wonder Theory science newsletter. Explore the universe with news on fascinating discoveries, scientific advancements and more . Astronomers with the European Space Agency’s Euclid mission have captured an unprecedented look at a rare cosmic phenomenon — and they made the observations purely by happenstance. Their discovery is tied to some of the earliest data from the Euclid telescope, which launched in July 2023 to study the dark universe — the parts of the cosmos scientists can’t directly see — and spent the first few months calibrating and testing its instruments.",2025-02-11,CNN,https://www.cnn.com/2025/02/11/science/einstein-ring-euclid-telescope/index.html,science
